restaurant_name,rating,total_ratings,address,place_id,opening_hours,review_author,review_rating,review_text,review_time,review_language,sentiment_compound,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_label
Sultan Lounge,4.3,442.0,"Enfield House, Enfield Rd, Islington Row Middleway, Birmingham B15 1QA, UK",ChIJ78JZ4Fi8cEgR84PnKVBA1Es,"[""Monday: 12:00 PM – 2:00 AM"", ""Tuesday: 12:00 PM – 2:00 AM"", ""Wednesday: 12:00 PM – 2:00 AM"", ""Thursday: 12:00 PM – 2:00 AM"", ""Friday: 12:00 PM – 2:00 AM"", ""Saturday: 12:00 PM – 2:00 AM"", ""Sunday: 2:00 PM – 2:00 AM""]",Heba Hekal,5.0,"Last August, I discovered Al-Sultan Restaurant by chance and was amazed by the food, service, and overall experience. Today, while passing through Birmingham on my way to Edinburgh, I couldn’t resist returning—and once again, they didn’t disappoint!

The staff was welcoming, even offering me two complimentary drinks when they learned I was traveling. I enjoyed tender lamb shanks with rice and delicious moussaka. Thank you for the wonderful hospitality—you’ve earned a loyal customer! And I will definitely recommend it to my friends  🥰❤️",2025-01-02 01:51:14,en,0.9855,0.026,0.622,0.352,Positive
Sultan Lounge,4.3,442.0,"Enfield House, Enfield Rd, Islington Row Middleway, Birmingham B15 1QA, UK",ChIJ78JZ4Fi8cEgR84PnKVBA1Es,"[""Monday: 12:00 PM – 2:00 AM"", ""Tuesday: 12:00 PM – 2:00 AM"", ""Wednesday: 12:00 PM – 2:00 AM"", ""Thursday: 12:00 PM – 2:00 AM"", ""Friday: 12:00 PM – 2:00 AM"", ""Saturday: 12:00 PM – 2:00 AM"", ""Sunday: 2:00 PM – 2:00 AM""]",Daragh Sutcliffetuck,5.0,My girlfriend and I come regularly and like to order some of their tea and shisha and occasionally some food as well. Staff are very friendly and helpful. The atmosphere is very relaxed and social. Food never disappoints. Highly recommend their kunafa 🙏,2024-08-08 12:35:33,en,0.9261,0.044,0.64,0.317,Positive
Domino's Pizza - Birmingham - Edgbaston,3.6,301.0,"Unit 14, Broadway Plaza, Edgbaston, Birmingham B16 8SU, UK",ChIJQ2TDmvi8cEgRDvRWQlSIBLQ,"[""Monday: 11:00 AM – 11:45 PM"", ""Tuesday: 11:00 AM – 11:45 PM"", ""Wednesday: 11:00 AM – 11:45 PM"", ""Thursday: 11:00 AM – 11:45 PM"", ""Friday: 11:00 AM – 12:45 AM"", ""Saturday: 11:00 AM – 12:45 AM"", ""Sunday: 11:00 AM – 11:45 PM""]",ARCGAMING,5.0,"This Domino’s never misses. It always comes through for me and the lads after a night out—solid pizza, quick service, and the staff know us well by now. They always look after us and hook us up with their best. Highly recommend this spot, especially the Texas BBQ and Chicken Kickers—top tier every time.

Rocky",2025-04-05 11:22:47,en,0.8677,0.0,0.823,0.177,Positive
Domino's Pizza - Birmingham - Edgbaston,3.6,301.0,"Unit 14, Broadway Plaza, Edgbaston, Birmingham B16 8SU, UK",ChIJQ2TDmvi8cEgRDvRWQlSIBLQ,"[""Monday: 11:00 AM – 11:45 PM"", ""Tuesday: 11:00 AM – 11:45 PM"", ""Wednesday: 11:00 AM – 11:45 PM"", ""Thursday: 11:00 AM – 11:45 PM"", ""Friday: 11:00 AM – 12:45 AM"", ""Saturday: 11:00 AM – 12:45 AM"", ""Sunday: 11:00 AM – 11:45 PM""]",Amarpal Dulai,5.0,Extremely welcoming environment and great service. Jonathan's service in particular was outstanding and as always he went above and beyond to ensure customer satisfaction. Always showing professionalism along with engaging with customers with such respect and making us all feel so welcomed. Could not ask for anything else. Keep up the fantastic work!!!,2025-04-11 21:01:05,en,0.9832,0.0,0.596,0.404,Positive
Domino's Pizza - Birmingham - Edgbaston,3.6,301.0,"Unit 14, Broadway Plaza, Edgbaston, Birmingham B16 8SU, UK",ChIJQ2TDmvi8cEgRDvRWQlSIBLQ,"[""Monday: 11:00 AM – 11:45 PM"", ""Tuesday: 11:00 AM – 11:45 PM"", ""Wednesday: 11:00 AM – 11:45 PM"", ""Thursday: 11:00 AM – 11:45 PM"", ""Friday: 11:00 AM – 12:45 AM"", ""Saturday: 11:00 AM – 12:45 AM"", ""Sunday: 11:00 AM – 11:45 PM""]",Larek PL,1.0,"They didn’t even deliver my pizza (I waited 1,5 hours…) and I still don’t have any refund…",2025-06-17 00:24:37,en,0.0,0.0,1.0,0.0,Neutral
Domino's Pizza - Birmingham - Edgbaston,3.6,301.0,"Unit 14, Broadway Plaza, Edgbaston, Birmingham B16 8SU, UK",ChIJQ2TDmvi8cEgRDvRWQlSIBLQ,"[""Monday: 11:00 AM – 11:45 PM"", ""Tuesday: 11:00 AM – 11:45 PM"", ""Wednesday: 11:00 AM – 11:45 PM"", ""Thursday: 11:00 AM – 11:45 PM"", ""Friday: 11:00 AM – 12:45 AM"", ""Saturday: 11:00 AM – 12:45 AM"", ""Sunday: 11:00 AM – 11:45 PM""]",BH,2.0,"This review is more to do with the chain rather than the franchise, though the franchise could also do better. We order for home delivery from Domino's often as one of the kids won't even try other restaurants. The ordering remains a very frustrating experience - there are so many deals, which really are not deals as no one would buy these 'full price' without the deals. The deals are confusing and  unlike other chains the best deal is not automatically applied. Would you believe that two small portions of side are cheaper than one 'standard portion'? The portion size of the sides are small, considering the price. The toppings are getting smaller over the years. The food sometimes arrive lukewarm. Overall not a lot of satisfaction for a lot of money.",2025-03-16 20:32:44,en,0.3589,0.054,0.881,0.065,Positive
Domino's Pizza - Birmingham - Edgbaston,3.6,301.0,"Unit 14, Broadway Plaza, Edgbaston, Birmingham B16 8SU, UK",ChIJQ2TDmvi8cEgRDvRWQlSIBLQ,"[""Monday: 11:00 AM – 11:45 PM"", ""Tuesday: 11:00 AM – 11:45 PM"", ""Wednesday: 11:00 AM – 11:45 PM"", ""Thursday: 11:00 AM – 11:45 PM"", ""Friday: 11:00 AM – 12:45 AM"", ""Saturday: 11:00 AM – 12:45 AM"", ""Sunday: 11:00 AM – 11:45 PM""]",caoixu,1.0,"ordered pizza on a holiday, was marked as delivered even tho it never was. Waited over an hour for the pizza, called multiple times. When we were eventually put through they had just brought the order back because they didn’t want to call a foreign (irish) number. Eventually replaced the order after waiting 1hr 45 but it wasn’t a fresh pizza it was clearly the old pizza that had never been delivered brought back out. No refund or comps offered. Absolutely ridiculous behaviour.",2025-04-20 23:57:46,en,0.287,0.072,0.81,0.118,Positive
Dixy Chicken,3.2,222.0,"Broadway Plaza, 220 Ladywood Middleway, Birmingham B16 8LP, UK",ChIJBVnMfPi8cEgRD0ENhy2WqrY,"[""Monday: 10:30 AM – 10:00 PM"", ""Tuesday: 10:30 AM – 10:00 PM"", ""Wednesday: 10:30 AM – 10:00 PM"", ""Thursday: 10:30 AM – 10:00 PM"", ""Friday: 10:30 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Adil R,3.0,"Average dixy. Bit of a hit or miss. Sometimes you're food is bang on and sometimes it's your bad luck.

Menu is not as extensive as the other branches.

Very spacious inside though; plenty of seating.",2024-01-18 11:49:28,en,-0.2732,0.127,0.798,0.075,Negative
Dixy Chicken,3.2,222.0,"Broadway Plaza, 220 Ladywood Middleway, Birmingham B16 8LP, UK",ChIJBVnMfPi8cEgRD0ENhy2WqrY,"[""Monday: 10:30 AM – 10:00 PM"", ""Tuesday: 10:30 AM – 10:00 PM"", ""Wednesday: 10:30 AM – 10:00 PM"", ""Thursday: 10:30 AM – 10:00 PM"", ""Friday: 10:30 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Honest Reviews,2.0,"Very disappointed with the food. Wings were alright, not crunchy or tasty enough! Fries were really poor, no flavour and lacked taste! The sizzler burger was decent, nothing special.

Have had other dixy branches and would say this one was a disappointing experience!",2025-02-23 19:52:18,en,-0.9274,0.291,0.672,0.037,Negative
Dixy Chicken,3.2,222.0,"Broadway Plaza, 220 Ladywood Middleway, Birmingham B16 8LP, UK",ChIJBVnMfPi8cEgRD0ENhy2WqrY,"[""Monday: 10:30 AM – 10:00 PM"", ""Tuesday: 10:30 AM – 10:00 PM"", ""Wednesday: 10:30 AM – 10:00 PM"", ""Thursday: 10:30 AM – 10:00 PM"", ""Friday: 10:30 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Hassie .H,4.0,"I came here to get chicken for my fam. Adeel was really helpful and patient. Lovely service friendly stuff. The food is tasty, a tad pricey but the experience made it worth it.",2025-05-17 13:28:28,en,0.7843,0.0,0.752,0.248,Positive
Dixy Chicken,3.2,222.0,"Broadway Plaza, 220 Ladywood Middleway, Birmingham B16 8LP, UK",ChIJBVnMfPi8cEgRD0ENhy2WqrY,"[""Monday: 10:30 AM – 10:00 PM"", ""Tuesday: 10:30 AM – 10:00 PM"", ""Wednesday: 10:30 AM – 10:00 PM"", ""Thursday: 10:30 AM – 10:00 PM"", ""Friday: 10:30 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",Warda Mohamed,1.0,"Got my order wrong refused to return it l, very unprofessional the place has a really bad smell when you walk in. Staff are very rude and hygiene level was the worst. Wouldn’t recommend please save your money and time and find another place near the area.",2024-12-07 19:34:30,en,-0.9198,0.309,0.569,0.123,Negative
Dixy Chicken,3.2,222.0,"Broadway Plaza, 220 Ladywood Middleway, Birmingham B16 8LP, UK",ChIJBVnMfPi8cEgRD0ENhy2WqrY,"[""Monday: 10:30 AM – 10:00 PM"", ""Tuesday: 10:30 AM – 10:00 PM"", ""Wednesday: 10:30 AM – 10:00 PM"", ""Thursday: 10:30 AM – 10:00 PM"", ""Friday: 10:30 AM – 11:00 PM"", ""Saturday: 11:00 AM – 11:00 PM"", ""Sunday: 12:00 – 10:00 PM""]",T8 “Aziz88/” Can,1.0,I got food poisoning and when i got the food this Indian lady asked me is this all for you like why u do u care is my food and the chicken was uncooked and the fries were not cooked properly fix ur people service and cook it properly,2025-05-13 20:05:19,en,0.2263,0.074,0.816,0.111,Positive
Pizza Hut Edgbaston (Halal),4.7,1105.0,"Unit 3, 30 Hagley Rd, Birmingham B16 8PE, UK",ChIJkRB3SKe9cEgRU9POojiQe-o,"[""Monday: 11:30 AM – 2:50 AM"", ""Tuesday: 11:30 AM – 2:50 AM"", ""Wednesday: 11:30 AM – 2:50 AM"", ""Thursday: 11:30 AM – 2:50 AM"", ""Friday: 11:30 AM – 2:50 AM"", ""Saturday: 11:30 AM – 2:50 AM"", ""Sunday: 11:30 AM – 2:50 AM""]",suresh A,4.0,Had Lunch deal. Qasim was kind to accept the order at tills. I was trying for the first time. This will be the last time too. Pizza didn't have any taste. No salt or dips provided.,2025-07-09 19:03:00,en,0.5859,0.055,0.796,0.149,Positive
Pizza Hut Edgbaston (Halal),4.7,1105.0,"Unit 3, 30 Hagley Rd, Birmingham B16 8PE, UK",ChIJkRB3SKe9cEgRU9POojiQe-o,"[""Monday: 11:30 AM – 2:50 AM"", ""Tuesday: 11:30 AM – 2:50 AM"", ""Wednesday: 11:30 AM – 2:50 AM"", ""Thursday: 11:30 AM – 2:50 AM"", ""Friday: 11:30 AM – 2:50 AM"", ""Saturday: 11:30 AM – 2:50 AM"", ""Sunday: 11:30 AM – 2:50 AM""]",Hassie .H,5.0,Came to get pizza from here for my family as it’s halal and Qasim served me. He was so patient and hospitable and even helped me with picking a good pizza. The staff are friendly and the food is great. It is convenient to get to and has an extensive menu. So thank you Qasim. 10/10 service. Would definitely recommend and would definitely go back here.,2025-05-05 19:58:42,en,0.9633,0.0,0.735,0.265,Positive
Pizza Hut Edgbaston (Halal),4.7,1105.0,"Unit 3, 30 Hagley Rd, Birmingham B16 8PE, UK",ChIJkRB3SKe9cEgRU9POojiQe-o,"[""Monday: 11:30 AM – 2:50 AM"", ""Tuesday: 11:30 AM – 2:50 AM"", ""Wednesday: 11:30 AM – 2:50 AM"", ""Thursday: 11:30 AM – 2:50 AM"", ""Friday: 11:30 AM – 2:50 AM"", ""Saturday: 11:30 AM – 2:50 AM"", ""Sunday: 11:30 AM – 2:50 AM""]",Estelle NE,5.0,"I had a great experience at Pizza Hut, thanks to Qasim! He was friendly, professional, and made sure everything was perfect with our order. You can tell he really cares about the customers. The food was amazing and the service even better. Give that man a raise!",2025-07-11 13:44:58,en,0.9794,0.0,0.573,0.427,Positive
Pizza Hut Edgbaston (Halal),4.7,1105.0,"Unit 3, 30 Hagley Rd, Birmingham B16 8PE, UK",ChIJkRB3SKe9cEgRU9POojiQe-o,"[""Monday: 11:30 AM – 2:50 AM"", ""Tuesday: 11:30 AM – 2:50 AM"", ""Wednesday: 11:30 AM – 2:50 AM"", ""Thursday: 11:30 AM – 2:50 AM"", ""Friday: 11:30 AM – 2:50 AM"", ""Saturday: 11:30 AM – 2:50 AM"", ""Sunday: 11:30 AM – 2:50 AM""]",Freddie Oppong,5.0,"Just ordered from Pizza Hut and was served by Qasim — top guy! Super friendly, professional, and made sure everything with my order was perfect. The pizza was amazing as always. I always buy from this branch for me and my family, and honestly, compared to other pizza spots, you can really taste the difference.

Big thanks to this branch especially — I’ve had Pizza Hut from other places before, but this one consistently gets it right. The quality, flavour, and service are always on point. They made the whole experience great. Keep it up!",2025-05-19 21:43:03,en,0.9614,0.0,0.786,0.214,Positive
Pizza Hut Edgbaston (Halal),4.7,1105.0,"Unit 3, 30 Hagley Rd, Birmingham B16 8PE, UK",ChIJkRB3SKe9cEgRU9POojiQe-o,"[""Monday: 11:30 AM – 2:50 AM"", ""Tuesday: 11:30 AM – 2:50 AM"", ""Wednesday: 11:30 AM – 2:50 AM"", ""Thursday: 11:30 AM – 2:50 AM"", ""Friday: 11:30 AM – 2:50 AM"", ""Saturday: 11:30 AM – 2:50 AM"", ""Sunday: 11:30 AM – 2:50 AM""]",Yang Fan,5.0,"I've been buying pizza here for a long time, and it's always served by Qasim. I think his service is very considerate. Every time, the pizza is ready on time and it tastes great. I've recommended it to many people to come and eat.",2025-07-02 15:28:16,en,0.8908,0.0,0.766,0.234,Positive
Morrisons Cafe,3.5,102.0,"30 Hagley Rd, Birmingham B15 1TR, UK",ChIJz2aaTVa8cEgRlQvHxoTlLQM,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]",Ryan,5.0,"Staff are great, always friendly and happy to help. Food doesn’t take too long and is always hot and fresh, plus free refills on hot drinks.",2025-02-24 15:58:21,en,0.9601,0.0,0.509,0.491,Positive
Morrisons Cafe,3.5,102.0,"30 Hagley Rd, Birmingham B15 1TR, UK",ChIJz2aaTVa8cEgRlQvHxoTlLQM,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]",Eugene Daniel,1.0,Frequently excessive waits. Waiting for half an hour then they couldn't find the order. Often understaffed. Quality of food is low. Overpriced particularly as you can buy the same stuff downstairs for less eg a bottle of coke.,2025-07-10 22:43:44,en,-0.2732,0.055,0.945,0.0,Negative
Morrisons Cafe,3.5,102.0,"30 Hagley Rd, Birmingham B15 1TR, UK",ChIJz2aaTVa8cEgRlQvHxoTlLQM,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]",Kainat,4.0,"We fancied some brunch, so we visited the Morrisons Cafe. The last time we went was before lockdown, and the cafe has definitely had a glow up. We ordered the Full Veggie Breakfast: which consists of two vegan recipe sausages, quarter avocado, fried egg, flat mushroom, grilled tomato half, hash brown, Heinz Baked Beans and toast. They gave the option to swap out any of the items for something else, and we chose to swap out the egg and sausages for extra hash browns, as the hash browns from the Morrisons Cafe are unbeatable! The hash browns were crispy on the outside and fluffy on the inside, the perfect hash browns!

The interior of the cafe was spacious and there was plenty of seating area. There were tables for two as well as tables for larger groups, which we thought was very convenient. We were sat at a table near the window, so we had a view whilst we were having brunch.
We really enjoyed the breakfast and we will definitely be back soon!",2021-05-28 11:32:28,en,0.94,0.0,0.914,0.086,Positive
Morrisons Cafe,3.5,102.0,"30 Hagley Rd, Birmingham B15 1TR, UK",ChIJz2aaTVa8cEgRlQvHxoTlLQM,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]",Cackles Files,4.0,"I’m not a fan of this new style service , where there’s no staff anywhere. The machine gave no receipt and seems likely didn’t accept my more card as I do not appear to have had my bonus points. The cafe is bright and clean and wasn’t too busy it took 10 minutes to get our food, which is fine. The food was fine but as I wasn’t able to specify well done bacon wasn’t really to my liking. Whilst I understand the reason for taking away the sauces, it does feel a bit tight. The cappuccino was nice enough and free refills are a bonus if you like a lot of coffee!! The toilets were a state which I find unusual for a Morrisons. I only had a small breakfast which is what I would normally have but it really didn’t feel enough, but it’s reasonable value at £5.50. I’m unlikely to return due to not being able to specify exactly how I want my food.",2024-09-23 12:44:20,en,0.9859,0.026,0.758,0.216,Positive
Morrisons Cafe,3.5,102.0,"30 Hagley Rd, Birmingham B15 1TR, UK",ChIJz2aaTVa8cEgRlQvHxoTlLQM,"[""Monday: 8:00 AM – 5:00 PM"", ""Tuesday: 8:00 AM – 5:00 PM"", ""Wednesday: 8:00 AM – 5:00 PM"", ""Thursday: 8:00 AM – 5:00 PM"", ""Friday: 8:00 AM – 5:00 PM"", ""Saturday: 8:00 AM – 5:00 PM"", ""Sunday: 9:30 AM – 4:00 PM""]",Rejesh Akkara,3.0,"The food served here is good—I have no issues with the quality at all. However, the coffee wasn’t as hot as I’d like it to be. They do offer free refills, but since the first cup wasn’t great, I didn’t take them up on it. The service could use some improvement; it’s not particularly attentive or efficient. Additionally, the cleanliness of the place leaves something to be desired—it often feels a bit untidy.

On the plus side, the prices are very affordable, so for the cost, it’s hard to complain too much. It’s a budget-friendly option, but there are definitely areas that could be better, like the coffee temperature, service, and overall cleanliness.",2025-03-23 06:03:15,en,0.9746,0.048,0.74,0.212,Positive
O Bar,3.7,551.0,"264 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgR9d88ooBPe98,"[""Monday: 6:00 PM – 3:00 AM"", ""Tuesday: 6:00 PM – 3:00 AM"", ""Wednesday: 6:00 PM – 3:00 AM"", ""Thursday: 6:00 PM – 3:00 AM"", ""Friday: 5:00 PM – 4:00 AM"", ""Saturday: 2:00 PM – 4:00 AM"", ""Sunday: 6:00 PM – 3:00 AM""]",Daniel Bloomfield,1.0,"We had some drinks downstairs at Gin Vault then decided to have a look upstairs at this place. Owner was very unpleasant and aggressive, toilets were filthy with no locks and toilets rolls.",2025-07-12 20:41:24,en,-0.7548,0.205,0.795,0.0,Negative
O Bar,3.7,551.0,"264 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgR9d88ooBPe98,"[""Monday: 6:00 PM – 3:00 AM"", ""Tuesday: 6:00 PM – 3:00 AM"", ""Wednesday: 6:00 PM – 3:00 AM"", ""Thursday: 6:00 PM – 3:00 AM"", ""Friday: 5:00 PM – 4:00 AM"", ""Saturday: 2:00 PM – 4:00 AM"", ""Sunday: 6:00 PM – 3:00 AM""]",David Foster,4.0,"Stopped by for a late night drink. The bar was very quite, and the music a little too modern. Your bags will be searched before you can enter.
Prices are not to high.",2024-06-16 17:31:58,en,-0.2263,0.06,0.94,0.0,Negative
O Bar,3.7,551.0,"264 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgR9d88ooBPe98,"[""Monday: 6:00 PM – 3:00 AM"", ""Tuesday: 6:00 PM – 3:00 AM"", ""Wednesday: 6:00 PM – 3:00 AM"", ""Thursday: 6:00 PM – 3:00 AM"", ""Friday: 5:00 PM – 4:00 AM"", ""Saturday: 2:00 PM – 4:00 AM"", ""Sunday: 6:00 PM – 3:00 AM""]",A Google User,5.0,Amazing place with amazing staff props to cannon the main guy without him the place wouldn’t not function and be as successful as it is makes you feel welcome and keeps things in order give this man a raise ffs,2025-05-11 02:18:40,en,0.891,0.073,0.651,0.276,Positive
O Bar,3.7,551.0,"264 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgR9d88ooBPe98,"[""Monday: 6:00 PM – 3:00 AM"", ""Tuesday: 6:00 PM – 3:00 AM"", ""Wednesday: 6:00 PM – 3:00 AM"", ""Thursday: 6:00 PM – 3:00 AM"", ""Friday: 5:00 PM – 4:00 AM"", ""Saturday: 2:00 PM – 4:00 AM"", ""Sunday: 6:00 PM – 3:00 AM""]",Sophie Steel,1.0,"Saw a man get stamped on the head multiple times and beat up by 4 men right on this venues doorstep. Doorstaff stood there laughing and the tall doorstaff with a cap on in particular had his phone out recording finding it hilarious. I would avoid at all costs and would never feel safe here if this is how their security acts. Was embarrassing to watch and if they want customers, I’d advise scrapping your whole door team.",2025-01-04 22:51:32,en,0.3387,0.086,0.799,0.115,Positive
O Bar,3.7,551.0,"264 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgR9d88ooBPe98,"[""Monday: 6:00 PM – 3:00 AM"", ""Tuesday: 6:00 PM – 3:00 AM"", ""Wednesday: 6:00 PM – 3:00 AM"", ""Thursday: 6:00 PM – 3:00 AM"", ""Friday: 5:00 PM – 4:00 AM"", ""Saturday: 2:00 PM – 4:00 AM"", ""Sunday: 6:00 PM – 3:00 AM""]",Courtenay Jae Hill,1.0,"Doormen are shocking, incompetent and rude. It's clear they look to antagonise or force a rise out of customers to get their jollys! So unnecessary. Their SIA's should not be being renewed. Bottom line, avoid this place to avoid being verbally attacked for their security's entertainment.",2025-04-01 08:54:13,en,-0.8777,0.28,0.628,0.092,Negative
The Soloman Cutler - JD Wetherspoon,4.0,3439.0,"5 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgRsCQMRIKKDwQ,"[""Monday: 8:00 AM – 12:00 AM"", ""Tuesday: 8:00 AM – 12:00 AM"", ""Wednesday: 8:00 AM – 12:00 AM"", ""Thursday: 8:00 AM – 12:00 AM"", ""Friday: 8:00 AM – 1:00 AM"", ""Saturday: 8:00 AM – 1:00 AM"", ""Sunday: 8:00 AM – 12:00 AM""]",win task,3.0,"Nice venue, good location, selection of drinks not bad but the staff is. Bit rude staff and service is the same. When everything goes down then you never enjoy anything, not even the good atmosphere.",2025-02-22 23:10:57,en,0.0472,0.162,0.63,0.209,Neutral
The Soloman Cutler - JD Wetherspoon,4.0,3439.0,"5 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgRsCQMRIKKDwQ,"[""Monday: 8:00 AM – 12:00 AM"", ""Tuesday: 8:00 AM – 12:00 AM"", ""Wednesday: 8:00 AM – 12:00 AM"", ""Thursday: 8:00 AM – 12:00 AM"", ""Friday: 8:00 AM – 1:00 AM"", ""Saturday: 8:00 AM – 1:00 AM"", ""Sunday: 8:00 AM – 12:00 AM""]",Rodney Garnes,5.0,"The service was great as usual from start till finish. Siwani and team were great, see you again soon",2025-05-28 14:07:03,en,0.8481,0.0,0.675,0.325,Positive
The Soloman Cutler - JD Wetherspoon,4.0,3439.0,"5 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgRsCQMRIKKDwQ,"[""Monday: 8:00 AM – 12:00 AM"", ""Tuesday: 8:00 AM – 12:00 AM"", ""Wednesday: 8:00 AM – 12:00 AM"", ""Thursday: 8:00 AM – 12:00 AM"", ""Friday: 8:00 AM – 1:00 AM"", ""Saturday: 8:00 AM – 1:00 AM"", ""Sunday: 8:00 AM – 12:00 AM""]",Clive Leaper,5.0,"Toilet of the year 2025 award winning venue.
Not having to negotiate a staircase whilst drunk would've given it in an even higher rating, in my experience.
I do believe that a clean khazi is a big plus when I'm out and about. I'm a cistern addict.",2025-05-22 17:27:14,en,0.802,0.048,0.76,0.192,Positive
The Soloman Cutler - JD Wetherspoon,4.0,3439.0,"5 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgRsCQMRIKKDwQ,"[""Monday: 8:00 AM – 12:00 AM"", ""Tuesday: 8:00 AM – 12:00 AM"", ""Wednesday: 8:00 AM – 12:00 AM"", ""Thursday: 8:00 AM – 12:00 AM"", ""Friday: 8:00 AM – 1:00 AM"", ""Saturday: 8:00 AM – 1:00 AM"", ""Sunday: 8:00 AM – 12:00 AM""]",Simon Butler,3.0,"Called in for a quick beer, a large pub, typical Wetherspoons. Toilets upstairs, unable to use as they had some sort of flooding problem, water started to come through the ceiling in the bar area, so I decided to leave.",2025-03-13 13:35:00,en,-0.5356,0.113,0.887,0.0,Negative
The Soloman Cutler - JD Wetherspoon,4.0,3439.0,"5 Broad St, Birmingham B1 2DS, UK",ChIJu0QMQPS8cEgRsCQMRIKKDwQ,"[""Monday: 8:00 AM – 12:00 AM"", ""Tuesday: 8:00 AM – 12:00 AM"", ""Wednesday: 8:00 AM – 12:00 AM"", ""Thursday: 8:00 AM – 12:00 AM"", ""Friday: 8:00 AM – 1:00 AM"", ""Saturday: 8:00 AM – 1:00 AM"", ""Sunday: 8:00 AM – 12:00 AM""]",Harryson Ejaz,5.0,"The Soloman Cutler is a great Wetherspoon spot! Spacious, clean, and always buzzing with friendly vibes. The food is tasty and affordable, and the drink selection is top-notch. Staff are helpful and quick, even when it’s busy. Perfect for a casual meal, catch-up with friends, or a relaxed pint.",2025-06-08 20:48:36,en,0.9747,0.0,0.604,0.396,Positive
Canalside Bar,4.3,875.0,"Gas St, Birmingham B1 2JU, UK",ChIJBcZAT_S8cEgRB07oyiPfZ_U,"[""Monday: Closed"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 5:00 PM""]",Theodora A,4.0,"Nice atmosphere, has outdoor seating. Overall, fine depending what you get. My cider was flat and room temperature, but my friend’s pims with lemonade was tasty. Staff was okay. This place wouldn’t be my first choice but neither my last.",2025-07-06 00:02:04,en,0.5647,0.0,0.868,0.132,Positive
Canalside Bar,4.3,875.0,"Gas St, Birmingham B1 2JU, UK",ChIJBcZAT_S8cEgRB07oyiPfZ_U,"[""Monday: Closed"", ""Tuesday: 12:00 – 11:00 PM"", ""Wednesday: 12:00 – 11:00 PM"", ""Thursday: 12:00 – 11:00 PM"", ""Friday: 12:00 – 11:00 PM"", ""Saturday: 12:00 – 11:00 PM"", ""Sunday: 12:00 – 5:00 PM""]",Danni & Alec,2.0,Utterly disappointed with the food and service at this place. For someone who lives so close to this bar/restaurant I would not go back for food! The food pictures speak for themselves unfortunately and we had to ask for the bread to be toasted more and they also forgot to give us our breakfast drink included with the meal. Plus side there’s a good selection of alcohol if that’s what you fancy and overall good vibes and atmosphere both inside and out with the canal view.,2025-06-17 22:18:09,en,0.077,0.063,0.871,0.066,Positive
